1	40224133	10014735	http://tinyurl.com/mxvnx6o	MEDLINE_MeSH
1	40224133	10006869	http://tinyurl.com/kpqjaw6	MEDLINE_MeSH
1	40224133	10014744	http://tinyurl.com/jvmqxnh	MEDLINE_MeSH
1	40224133	10014733	http://tinyurl.com/my9a4p3	MEDLINE_MeSH
1	40224133	10014768	http://tinyurl.com/kwwz2oa	MEDLINE_MeSH
1	40224133	10014758	http://tinyurl.com/mawz3ot	MEDLINE_MeSH
1	40224133	10007063	http://tinyurl.com/ljwafho	MEDLINE_MeSH
1	40224133	10007342	http://tinyurl.com/myb7wyw	MEDLINE_MeSH
1	40224133	10028993	http://tinyurl.com/lrftbs7	MEDLINE_MeSH
1	40224133	10014759	http://tinyurl.com/ldp64en	MEDLINE_MeSH
1	40224133	10014743	http://tinyurl.com/k25tlk9	MEDLINE_MeSH
2	40224133	10003694	http://tinyurl.com/mzg4x2c	MEDLINE_MeSH
2	40224133	10003704	http://tinyurl.com/labxarr	MEDLINE_MeSH
1	40224133	10015105	http://tinyurl.com/q7ul859	MEDLINE_MeSH
1	40224133	10007506	http://tinyurl.com/mpbfk94	MEDLINE_MeSH
1	40224133	10007284	http://tinyurl.com/lmb44vd	MEDLINE_MeSH
1	40224133	10007423	http://tinyurl.com/m3yrcbu	MEDLINE_MeSH
1	40224133	10026947	http://tinyurl.com/mug7r5v	MEDLINE_MeSH
1	40224133	10029402	http://tinyurl.com/lffphol	MEDLINE_MeSH
1	40224133	10045242	http://tinyurl.com/lpp9vz9	MEDLINE_MeSH
1	40224133	10029505	http://tinyurl.com/lwklzpy	MEDLINE_MeSH
1	40224133	10012612	http://tinyurl.com/mr22xj2	MEDLINE_MeSH
1	40224133	10067585	http://tinyurl.com/jwkxz5c	MEDLINE_MeSH
1	40224133	10012611	http://tinyurl.com/kdanpzt	MEDLINE_MeSH
1	40224133	10012613	http://tinyurl.com/mtkv4xw	MEDLINE_MeSH
1	40224133	10024314	http://tinyurl.com/mmpjgr7	MEDLINE_MeSH
1	40224133	10060500	http://tinyurl.com/loux8da	MEDLINE_MeSH
1	40224133	10060430	http://tinyurl.com/n6ufhrk	MEDLINE_MeSH
1	40224133	10024329	http://tinyurl.com/k85vzm2	MEDLINE_MeSH
1	40224133	10024352	http://tinyurl.com/lgb27tk	MEDLINE_MeSH
