concept_id|concept_code
35842065|10050103
35842066|10054838
35842067|10058730
35842068|10003047
35842069|10003053
35842070|10049044
35842071|10003054
35842072|10003055
35842073|10003056
35842074|10037936
35842075|10048740
35842076|10052163
35842077|10066209
35842078|10059008
35842079|10053424
35842080|10003059
35842081|10050104
35842082|10048941
35842083|10050097
35842084|10053414
35842085|10003060
35842086|10063764
35842087|10063768
35842088|10063769
35842089|10063770
35842090|10065652
35842091|10063772
35842092|10063762
35842093|10063766
35842094|10063771
35842095|10063773
35842096|10065654
35842097|10052063
35842098|10055117
35842099|10065653
35842100|10022459
35842101|10052064
35842102|10053570
35842103|10063763
35842104|10063767
35842105|10063765
35842106|10062957
35842107|10062979
35842108|10051149
35842109|10052253
35842110|10052255
35842111|10052256
35842112|10059063
35842113|10068256
35842114|10007810
35842115|10051387
35842116|10053212
35842117|10063445
35842118|10063448
35842119|10064179
35842120|10053183
35842121|10053184
35842122|10057688
35842123|10067111
35842124|10068607
35842125|10052264
35842126|10064622
35842127|10052265
35842128|10055662
35842129|10063587
35842130|10051099
35842131|10051109
35842132|10052262
35842133|10052266
35842134|10056520
35842135|10052267
35842136|10068003
35842137|10056295
35842138|10052263
35842139|10055909
35842140|10052268
35842141|10054051
35842142|10064621
35842143|10052269
35842144|10052270
35842145|10052271
35842146|10007811
35842147|10054049
35842148|10054232
35842149|10067996
35842150|10052272
35842151|10050387
35842152|10067114
35842153|10054192
35842154|10013702
35842155|10015717
35842156|10021538
35842157|10058944
35842158|10058966
35842159|10063848
35842160|10063849
35842161|10063852
35842162|10063774
35842163|10063853
35842164|10063854
35842165|10063855
35842166|10063775
35842167|10063874
35842168|10063883
35842169|10067175
35842170|10067176
35842171|10063777
35842172|10063791
35842173|10063792
35842174|10063793
35842175|10063778
35842176|10063779
35842177|10063872
35842178|10068688
35842179|10063856
35842180|10063857
35842181|10063780
35842182|10063795
35842183|10063850
35842184|10053995
35842185|10055288
35842186|10063790
35842187|10063858
35842188|10063859
35842189|10063860
35842190|10063876
35842191|10059650
35842192|10063781
35842193|10058062
35842194|10063851
35842195|10063861
35842196|10063882
35842197|10063862
35842198|10063863
35842199|10063864
35842200|10068922
35842201|10063776
35842202|10063794
35842203|10063782
35842204|10063877
35842205|10063865
35842206|10063783
35842207|10063796
35842208|10063784
35842209|10063785
35842210|10063866
35842211|10063786
35842212|10021542
35842213|10021543
35842214|10021547
35842215|10063873
35842216|10063867
35842217|10063868
35842218|10063869
35842219|10063787
35842220|10063870
35842221|10063871
35842222|10027027
35842223|10027028
35842224|10027029
35842225|10027031
35842226|10027032
35842227|10027033
35842228|10027034
35842229|10027035
35842230|10027036
35842231|10027037
35842232|10027038
35842233|10027039
35842234|10027040
35842235|10027041
35842236|10027042
35842237|10027043
35842238|10027044
35842239|10027045
35842240|10027046
35842241|10032258
35842242|10032259
35842243|10051789
35842244|10051792
35842245|10059087
35842246|10059088
35842247|10059089
35842248|10059090
35842249|10065672
35842250|10058464
35842251|10065497
35842252|10065498
35842253|10065499
35842254|10065501
35842255|10065502
35842256|10065503
35842257|10065984
35842258|10065985
35842259|10065454
35842260|10065455
35842261|10065456
35842262|10065457
35842263|10065458
35842264|10065460
35842265|10065466
35842266|10065480
35842267|10065481
35842268|10065492
35842269|10065461
35842270|10048634
35842271|10048639
35842272|10065459
35842273|10068687
35842274|10059453
35842275|10064774
35842276|10064820
35842277|10065462
35842278|10059203
35842279|10065463
35842280|10065469
35842281|10065464
35842282|10065467
35842283|10065470
35842284|10065506
35842285|10065471
35842286|10065472
35842287|10053482
35842288|10065494
35842289|10054997
35842290|10056270
35842291|10065473
35842292|10065474
35842293|10065507
35842294|10065476
35842295|10065484
35842296|10065505
35842297|10065477
35842298|10065478
35842299|10065479
35842300|10050066
35842301|10053998
35842302|10055405
35842303|10055922
35842304|10049856
35842305|10053483
35842306|10053532
35842307|10053997
35842308|10065493
35842309|10065495
35842310|10065485
35842311|10065504
35842312|10053663
35842313|10065486
35842314|10053664
35842315|10065487
35842316|10059830
35842317|10065468
35842318|10054996
35842319|10065482
35842320|10065483
35842321|10066211
35842322|10066212
35842323|10065488
35842324|10053505
35842325|10065489
35842326|10065496
35842327|10054995
35842328|10065490
35842329|10065500
35842330|10065465
35842331|10065491
35842332|10053484
35842333|10058729
35842334|10058731
35842335|10057664
35842336|10000284
35842337|10022044
35842338|10022045
35842339|10002324
35842340|10022046
35842341|10022047
35842342|10022073
35842343|10022084
35842344|10058715
35842345|10065986
35842346|10003700
35842347|10022048
35842348|10022063
35842349|10022100
35842350|10024605
35842351|10054812
35842352|10050057
35842353|10050082
35842354|10011739
35842355|10022055
35842356|10022056
35842357|10065600
35842358|10022054
35842359|10022070
35842360|10022074
35842361|10022091
35842362|10051572
35842363|10055529
35842364|10055530
35842365|10054266
35842366|10067252
35842367|10069124
35842368|10069134
35842369|10066221
35842370|10022059
35842371|10067262
35842372|10022061
35842373|10022098
35842374|10022109
35842375|10041035
35842376|10059007
35842377|10068689
35842378|10021948
35842379|10022062
35842380|10022077
35842381|10062497
35842382|10016646
35842383|10022064
35842384|10019432
35842385|10022052
35842386|10022066
35842387|10055371
35842388|10055889
35842389|10014081
35842390|10019549
35842391|10022049
35842392|10022050
35842393|10022057
35842394|10022067
35842395|10022068
35842396|10034753
35842397|10055814
35842398|10020754
35842399|10022071
35842400|10022072
35842401|10022101
35842402|10022075
35842403|10022087
35842404|10051372
35842405|10021834
35842406|10022076
35842407|10021951
35842408|10021957
35842409|10022078
35842410|10022110
35842411|10038199
35842412|10066083
35842413|10022053
35842414|10022079
35842415|10048648
35842416|10055225
35842417|10049259
35842418|10064494
35842419|10049252
35842420|10063598
35842421|10064111
35842422|10053979
35842423|10049261
35842424|10066791
35842425|10049263
35842426|10049260
35842427|10049262
35842428|10067253
35842429|10067255
35842430|10022081
35842431|10022099
35842432|10026870
35842433|10056250
35842434|10022082
35842435|10028860
35842436|10062580
35842437|10022083
35842438|10018694
35842439|10022065
35842440|10029492
35842441|10057880
35842442|10014226
35842443|10022058
35842444|10022085
35842445|10055923
35842446|10022086
35842447|10022092
35842448|10022102
35842449|10022108
35842450|10033453
35842451|10053234
35842452|10053569
35842453|10058683
35842454|10066041
35842455|10066044
35842456|10022088
35842457|10022089
35842458|10054436
35842459|10022090
35842460|10034898
35842461|10053396
35842462|10022080
35842463|10022093
35842464|10054994
35842465|10022060
35842466|10022094
35842467|10037850
35842468|10037864
35842469|10022095
35842470|10022096
35842471|10037950
35842472|10048519
35842473|10058716
35842474|10062643
35842475|10066797
35842476|10063073
35842477|10066210
35842478|10059009
35842479|10066778
35842480|10042696
35842481|10053425
35842482|10022103
35842483|10022104
35842484|10043576
35842485|10022105
35842486|10022106
35842487|10022069
35842488|10022107
35842489|10046747
35842490|10067264
35842491|10067995
35842492|10006560
35842493|10022051
35842494|10022111
35842495|10047369
35842496|10022112
35842497|10025478
35842498|10065115
35842499|10059079
35842500|10068880
35842501|10065117
35842502|10068877
35842503|10068878
35842504|10040758
35842505|10068879
35842506|10066045
35842507|10066046
35842508|10068881
35842509|10066047
35842510|10059080
35842511|10020843
35842512|10020845
35842513|10016561
35842514|10020742
35842515|10020844
35842516|10025599
35842517|10025606
35842518|10025607
35842519|10021088
35842520|10021113
35842521|10009862
35842522|10032114
35842523|10050080
35842524|10029281
35842525|10029282
35842526|10029435
35842527|10048392
35842528|10052113
35842529|10058918
35842530|10032019
35842531|10043205
35842532|10061376
35842533|10067549
35842534|10059267
35842535|10051998
35842536|10066180
35842537|10066183
35842538|10016562
35842539|10020741
35842540|10020743
35842541|10020744
35842542|10027438
35842543|10050087
35842544|10026935
35842545|10026936
35842546|10036421
35842547|10037290
35842548|10037294
35842549|10037295
35842550|10037296
35842551|10037297
35842552|10037666
35842553|10037667
35842554|10046200
35842555|10046201
35842556|10046202
35842557|10008532
35842558|10008533
35842559|10013697
35842560|10016289
35842561|10016558
35842562|10016559
35842563|10016563
35842564|10019341
35842565|10019344
35842566|10020083
35842567|10022571
35842568|10034533
35842569|10037511
35842570|10037660
35842571|10037661
35842572|10037662
35842573|10037663
35842574|10037664
35842575|10037665
35842576|10037668
35842577|10037946
35842578|10041021
35842579|10041523
35842580|10053568
35842581|10058698
35842582|10063757
35842583|10065377
35842584|10065602
35842585|10066565
35842586|10061982
35842587|10061986
35842588|10063746
35842589|10067992
35842590|10048664
35842591|10049054
35842592|10011873
35842593|10011906
35842594|10011914
35842595|10011940
35842596|10011941
35842597|10012771
35842598|10013587
35842599|10017066
35842600|10017067
35842601|10045475
35842602|10052809
35842603|10063378
35842604|10067295
35842605|10011912
35842606|10011913
35842607|10067991
35842608|10013647
35842609|10013648
35842610|10014405
35842611|10014406
35842612|10015548
35842613|10011872
35842614|10011908
35842615|10011909
35842616|10011911
35842617|10016479
35842618|10016480
35842619|10016481
35842620|10016482
35842621|10016483
35842622|10016484
35842623|10016539
35842624|10016873
35842625|10022747
35842626|10022814
35842627|10022815
35842628|10022816
35842629|10022817
35842630|10032272
35842631|10037708
35842632|10037709
35842633|10037710
35842634|10037723
35842635|10044674
35842636|10044677
35842637|10044678
35842638|10044680
35842639|10045187
35842640|10045189
35842641|10045190
35842642|10045191
35842643|10055690
35842644|10055691
35842645|10055710
35842646|10058160
35842647|10060517
35842648|10026911
35842649|10026912
35842650|10060520
35842651|10066376
35842652|10042062
35842653|10042063
35842654|10011220
35842655|10011910
35842656|10011939
35842657|10021733
35842658|10040666
35842659|10040667
35842660|10042439
35842661|10042440
35842662|10063894
35842663|10063895
35842664|10029436
35842665|10029438
35842666|10029441
35842667|10052808
35842668|10067481
35842669|10067482
35842670|10067483
35842671|10001425
35842672|10003549
35842673|10009912
35842674|10011942
35842675|10011943
35842676|10011944
35842677|10016356
35842678|10016373
35842679|10018063
35842680|10024862
35842681|10029199
35842682|10029230
35842683|10029231
35842684|10042174
35842685|10047862
35842686|10047864
35842687|10047865
35842688|10047869
35842689|10051588
35842690|10057841
35842691|10063028
35842692|10066688
35842693|10003837
35842694|10003840
35842695|10013889
35842696|10021405
35842697|10022457
35842698|10049218
35842699|10049559
35842700|10062629
35842701|10063649
35842702|10063650
35842703|10065322
35842704|10067886
35842705|10008874
35842706|10029321
35842707|10011953
35842708|10020930
35842709|10020934
35842710|10045493
35842711|10045494
35842712|10014827
35842713|10015667
35842714|10015668
35842715|10015669
35842716|10016252
35842717|10016253
35842718|10016254
35842719|10016255
35842720|10016256
35842721|10016257
35842722|10016259
35842723|10023929
35842724|10024884
35842725|10036985
35842726|10043142
35842727|10043885
35842728|10043886
35842729|10043889
35842730|10043890
35842731|10047830
35842732|10047871
35842733|10048024
35842734|10048415
35842735|10052619
35842736|10065603
35842737|10066564
35842738|10024262
35842739|10024263
35842740|10024264
35842741|10024642
35842742|10024643
35842743|10016365
35842744|10016370
35842745|10016380
35842746|10016383
35842747|10018066
35842748|10018084
35842749|10018134
35842750|10018135
35842751|10021345
35842752|10025482
35842753|10025483
35842754|10040658
35842755|10040659
35842756|10041909
35842757|10046268
35842758|10055523
35842759|10062436
35842760|10041052
35842761|10001623
35842762|10019135
35842763|10008531
35842764|10039175
35842765|10039176
35842766|10039177
35842767|10039178
35842768|10040558
35842769|10040559
35842770|10043174
35842771|10066501
35842772|10011221
35842773|10016322
35842774|10016324
35842775|10016331
35842776|10016340
35842777|10016342
35842778|10016366
35842779|10016367
35842780|10016372
35842781|10016375
35842782|10016376
35842783|10016377
35842784|10016384
35842785|10016782
35842786|10016876
35842787|10017552
35842788|10017565
35842789|10017566
35842790|10028405
35842791|10028844
35842792|10041286
35842793|10041374
35842794|10043428
35842795|10046253
35842796|10047904
35842797|10050462
35842798|10008530
35842799|10009871
35842800|10009872
35842801|10009873
35842802|10016326
35842803|10016327
35842804|10039997
35842805|10048515
35842806|10013767
35842807|10013769
35842808|10016330
35842809|10015885
35842810|10016334
35842811|10016357
35842812|10016358
35842813|10016359
35842814|10016360
35842815|10016371
35842816|10020401
35842817|10020404
35842818|10020405
35842819|10020406
35842820|10029801
35842821|10039999
35842822|10040006
35842823|10047824
35842824|10059880
35842825|10059881
35842826|10065015
35842827|10016338
35842828|10023191
35842829|10016335
35842830|10016343
35842831|10043203
35842832|10061458
35842833|10016352
35842834|10016362
35842835|10038308
35842836|10038310
35842837|10019133
35842838|10019134
35842839|10019136
35842840|10035038
35842841|10016336
35842842|10020466
35842843|10009857
35842844|10009859
35842845|10009860
35842846|10009861
35842847|10009874
35842848|10009875
35842849|10009876
35842850|10016693
35842851|10034568
35842852|10005523
35842853|10039996
35842854|10016347
35842855|10017001
35842856|10034846
35842857|10039998
35842858|10044280
35842859|10051180
35842860|10051196
35842861|10055494
35842862|10061549
35842863|10036637
35842864|10040003
35842865|10040005
35842866|10030906
35842867|10040007
35842868|10009863
35842869|10019339
35842870|10056596
35842871|10057040
35842872|10014288
35842873|10015608
35842874|10021689
35842875|10043458
35842876|10043459
35842877|10050200
35842878|10017581
35842879|10049278
35842880|10049460
35842881|10049461
35842882|10003591
35842883|10003593
35842884|10003596
35842885|10003597
35842886|10048320
35842887|10003592
35842888|10008025
35842889|10008026
35842890|10016692
35842891|10031722
35842892|10054197
35842893|10000136
35842894|10000200
35842895|10012794
35842896|10012795
35842897|10012796
35842898|10012797
35842899|10012798
35842900|10012799
35842901|10012800
35842902|10013224
35842903|10013890
35842904|10017573
35842905|10017574
35842906|10017575
35842907|10017576
35842908|10017577
35842909|10017582
35842910|10017584
35842911|10017586
35842912|10017587
35842913|10017588
35842914|10017589
35842915|10022455
35842916|10041902
35842917|10041903
35842918|10042000
35842919|10042262
35842920|10043895
35842921|10046261
35842922|10047810
35842923|10047982
35842924|10058725
35842925|10058726
35842926|10063359
35842927|10066245
35842928|10066777
35842929|10017580
35842930|10017585
35842931|10019474
35842932|10033840
35842933|10041412
35842934|10024860
35842935|10016474
35842936|10017390
35842937|10017579
35842938|10017583
35842939|10056242
35842940|10056249
35842941|10050051
35842942|10059837
35842943|10067476
35842944|10068111
35842945|10051287
35842946|10056686
35842947|10057687
35842948|10009230
35842949|10009231
35842950|10009866
35842951|10040816
35842952|10040953
35842953|10010253
35842954|10048659
35842955|10001484
35842956|10001486
35842957|10009299
35842958|10010264
35842959|10013097
35842960|10013187
35842961|10015576
35842962|10037930
35842963|10011283
35842964|10011376
35842965|10049154
35842966|10052615
35842967|10061619
35842968|10068526
35842969|10012201
35842970|10012559
35842971|10012560
35842972|10012563
35842973|10023611
35842974|10027758
35842975|10032608
35842976|10041428
35842977|10045733
35842978|10067671
35842979|10049830
35842980|10061818
35842981|10049831
35842982|10061819
35842983|10066871
35842984|10008419
35842985|10013912
35842986|10013913
35842987|10035773
35842988|10036144
35842989|10036145
35842990|10068182
35842991|10063045
35842992|10048779
35842993|10051301
35842994|10052325
35842995|10065629
35842996|10015866
35842997|10015868
35842998|10016243
35842999|10016244
35843000|10016251
35843001|10067143
35843002|10016046
35843003|10016821
35843004|10016822
35843005|10016823
35843006|10016824
35843007|10016825
35843008|10016826
35843009|10018083
35843010|10018742
35843011|10033547
35843012|10040850
35843013|10048347
35843014|10062435
35843015|10049438
35843016|10057364
35843017|10018070
35843018|10018071
35843019|10032085
35843020|10032966
35843021|10042760
35843022|10042761
35843023|10059878
35843024|10060891
35843025|10001485
35843026|10015577
35843027|10016350
35843028|10016752
35843029|10016820
35843030|10020407
35843031|10020408
35843032|10020409
35843033|10020410
35843034|10020412
35843035|10020413
35843036|10020414
35843037|10020415
35843038|10020416
35843039|10060800
35843040|10012703
35843041|10013635
35843042|10015590
35843043|10019362
35843044|10020402
35843045|10020642
35843046|10034734
35843047|10042661
35843048|10042663
35843049|10042665
35843050|10042667
35843051|10042668
35843052|10042669
35843053|10042670
35843054|10042671
35843055|10062661
35843056|10066425
35843057|10066455
35843058|10067146
35843059|10020926
35843060|10021013
35843061|10042664
35843062|10021344
35843063|10021349
35843064|10032116
35843065|10032118
35843066|10033014
35843067|10061520
35843068|10060708
35843069|10016791
35843070|10016795
35843071|10016796
35843072|10016797
35843073|10022004
35843074|10022009
35843075|10015123
35843076|10016337
35843077|10022998
35843078|10023000
35843079|10023006
35843080|10023008
35843081|10023010
35843082|10041022
35843083|10041231
35843084|10022999
35843085|10057224
35843086|10024769
35843087|10018738
35843088|10024770
35843089|10049568
35843090|10025394
35843091|10053718
35843092|10066216
35843093|10052392
35843094|10062199
35843095|10048334
35843096|10058092
35843097|10027803
35843098|10028151
35843099|10028154
35843100|10028162
35843101|10028237
35843102|10063914
35843103|10050401
35843104|10029409
35843105|10029410
35843106|10052427
35843107|10029719
35843108|10037959
35843109|10029960
35843110|10061876
35843111|10053159
35843112|10005088
35843113|10010148
35843114|10024823
35843115|10033532
35843116|10033533
35843117|10033546
35843118|10033548
35843119|10033549
35843120|10033550
35843121|10048758
35843122|10048759
35843123|10052142
35843124|10048919
35843125|10051986
35843126|10036495
35843127|10042756
35843128|10056486
35843129|10063579
35843130|10054804
35843131|10063493
35843132|10056658
35843133|10037569
35843134|10053459
35843135|10053530
35843136|10040402
35843137|10024784
35843138|10042674
35843139|10042686
35843140|10042687
35843141|10042710
35843142|10043894
35843143|10042750
35843144|10048669
35843145|10068311
35843146|10056697
35843147|10037960
35843148|10037985
35843149|10045524
35843150|10062355
35843151|10048033
35843152|10048629
35843153|10055183
35843154|10057750
35843155|10058997
35843156|10048222
35843157|10010064
35843158|10040818
35843159|10048245
35843160|10055518
35843161|10055538
35843162|10019909
35843163|10019918
35843164|10019921
35843165|10019922
35843166|10019926
35843167|10019927
35843168|10019934
35843169|10032104
35843170|10019916
35843171|10019920
35843172|10019924
35843173|10019925
35843174|10019929
35843175|10019930
35843176|10021610
35843177|10061207
35843178|10050356
35843179|10048998
35843180|10051392
35843181|10017002
35843182|10017003
35843183|10068159
35843184|10018691
35843185|10018695
35843186|10018701
35843187|10018703
35843188|10029539
35843189|10021958
35843190|10021959
35843191|10021961
35843192|10021995
35843193|10021997
35843194|10061218
35843195|10063525
35843196|10054923
35843197|10033789
35843198|10049940
35843199|10066886
35843200|10033708
35843201|10033709
35843202|10010246
35843203|10036141
35843204|10068776
35843205|10068777
35843206|10056626
35843207|10058556
35843208|10041290
35843209|10051379
35843210|10062357
35843211|10064991
35843212|10056651
35843213|10006780
35843214|10006781
35843215|10006789
35843216|10014579
35843217|10063121
35843218|10019057
35843219|10024386
35843220|10024388
35843221|10056805
35843222|10062037
35843223|10028103
35843224|10028107
35843225|10028126
35843226|10067994
35843227|10054877
35843228|10054905
35843229|10056690
35843230|10028111
35843231|10028112
35843232|10028100
35843233|10028101
35843234|10028113
35843235|10061297
35843236|10059490
35843237|10064486
35843238|10028099
35843239|10028102
35843240|10028115
35843241|10059426
35843242|10061298
35843243|10065334
35843244|10065340
35843245|10066992
35843246|10065764
35843247|10021960
35843248|10028116
35843249|10028117
35843250|10028121
35843251|10028127
35843252|10028129
35843253|10028119
35843254|10028132
35843255|10028136
35843256|10067993
35843257|10067724
35843258|10028124
35843259|10028125
35843260|10027167
35843261|10028133
35843262|10028134
35843263|10028135
35843264|10028120
35843265|10028122
35843266|10028123
35843267|10030111
35843268|10030112
35843269|10054478
35843270|10054705
35843271|10033780
35843272|10033781
35843273|10033925
35843274|10033991
35843275|10043878
35843276|10043879
35843277|10036122
35843278|10036137
35843279|10061529
35843280|10068367
35843281|10051127
35843282|10054306
35843283|10060934
35843284|10007196
35843285|10068429
35843286|10065106
35843287|10067316
35843288|10014222
35843289|10016025
35843290|10016029
35843291|10016030
35843292|10030101
35843293|10030108
35843294|10031095
35843295|10054495
35843296|10054522
35843297|10054849
35843298|10054893
35843299|10002241
35843300|10014223
35843301|10018092
35843302|10018112
35843303|10030102
35843304|10030103
35843305|10030107
35843306|10054494
35843307|10014244
35843308|10014245
35843309|10014246
35843310|10014247
35843311|10014248
35843312|10030120
35843313|10063412
35843314|10063424
35843315|10012353
35843316|10014219
35843317|10018712
35843318|10018713
35843319|10030099
35843320|10030100
35843321|10031126
35843322|10031128
35843323|10036432
35843324|10036434
35843325|10055400
35843326|10019331
35843327|10019340
35843328|10014210
35843329|10014211
35843330|10014234
35843331|10014249
35843332|10014264
35843333|10021991
35843334|10021993
35843335|10030095
35843336|10030106
35843337|10030114
35843338|10030131
35843339|10030133
35843340|10030135
35843341|10048376
35843342|10054487
35843343|10054493
35843344|10054504
35843345|10054507
35843346|10066559
35843347|10066587
35843348|10049631
35843349|10049638
35843350|10049639
35843351|10054490
35843352|10049630
35843353|10049636
35843354|10049637
35843355|10054491
35843356|10031566
35843357|10031609
35843358|10052838
35843359|10054497
35843360|10061317
35843361|10035076
35843362|10054547
35843363|10051238
35843364|10055953
35843365|10048750
35843366|10064556
35843367|10038367
35843368|10051704
35843369|10013082
35843370|10013086
35843371|10013092
35843372|10018064
35843373|10066835
35843374|10003749
35843375|10016059
35843376|10033427
35843377|10016750
35843378|10033399
35843379|10063898
35843380|10049077
35843381|10058043
35843382|10066912
35843383|10048463
35843384|10065390
35843385|10027484
35843386|10049038
35843387|10066633
35843388|10008480
35843389|10062501
35843390|10000424
35843391|10000428
35843392|10006705
35843393|10015579
35843394|10018074
35843395|10033371
35843396|10033376
35843397|10033386
35843398|10033392
35843399|10033396
35843400|10033454
35843401|10033465
35843402|10033470
35843403|10033499
35843404|10033500
35843405|10036662
35843406|10036663
35843407|10041199
35843408|10041200
35843409|10042066
35843410|10048971
35843411|10049475
35843412|10050007
35843413|10050483
35843414|10052411
35843415|10052412
35843416|10056359
35843417|10059050
35843418|10059073
35843419|10062428
35843420|10065347
35843421|10065997
35843422|10066714
35843423|10068309
35843424|10069139
35843425|10067055
35843426|10034803
35843427|10034804
35843428|10056238
35843429|10049445
35843430|10054126
35843431|10048459
35843432|10065016
35843433|10036284
35843434|10036286
35843435|10049749
35843436|10053170
35843437|10054710
35843438|10054711
35843439|10057843
35843440|10059358
35843441|10064882
35843442|10065402
35843443|10065403
35843444|10056610
35843445|10056616
35843446|10037755
35843447|10050822
35843448|10043224
35843449|10043225
35843450|10043231
35843451|10063959
35843452|10065650
35843453|10065651
35843454|10069173
35843455|10069178
35843456|10069174
35843457|10069175
35843458|10069179
35843459|10069180
35843460|10069181
35843461|10069182
35843462|10069183
35843463|10069184
35843464|10069176
35843465|10069185
35843466|10069186
35843467|10069187
35843468|10069188
35843469|10069189
35843470|10069190
35843471|10069191
35843472|10069192
35843473|10069177
35843474|10069193
35843475|10069194
35843476|10067591
35843477|10067593
35843478|10048686
35843479|10069272
35843480|10069286
35843481|10069287
35843482|10069288
35843483|10069269
35843484|10069280
35843485|10069281
35843486|10069282
35843487|10069271
35843488|10069283
35843489|10069284
35843490|10069285
35843491|10069267
35843492|10069277
35843493|10069278
35843494|10069279
35843495|10069273
35843496|10069270
35843497|10069289
35843498|10069268
35843499|10069266
35843500|10069274
35843501|10069275
35843502|10069276
35843503|10069290
35843504|10066374
35843505|10069300
35843506|10069322
35843507|10069323
35843508|10069295
35843509|10069313
35843510|10069314
35843511|10069315
35843512|10069296
35843513|10069297
35843514|10069316
35843515|10069317
35843516|10069293
35843517|10069302
35843518|10069303
35843519|10069304
35843520|10069305
35843521|10069298
35843522|10069294
35843523|10069308
35843524|10069309
35843525|10069310
35843526|10069311
35843527|10069312
35843528|10069292
35843529|10069301
35843530|10069299
35843531|10069306
35843532|10069307
35843533|10069318
35843534|10069319
35843535|10069320
35843536|10069321
35843537|10069230
35843538|10069237
35843539|10069238
35843540|10069239
35843541|10069240
35843542|10069224
35843543|10069241
35843544|10069242
35843545|10069248
35843546|10069222
35843547|10069235
35843548|10069236
35843549|10069221
35843550|10069233
35843551|10069234
35843552|10069253
35843553|10069254
35843554|10069255
35843555|10054781
35843556|10069250
35843557|10069259
35843558|10069260
35843559|10069261
35843560|10069232
35843561|10069243
35843562|10069220
35843563|10069231
35843564|10069226
35843565|10069252
35843566|10069225
35843567|10069223
35843568|10069249
35843569|10069229
35843570|10069244
35843571|10069245
35843572|10069246
35843573|10069247
35843574|10069256
35843575|10067032
35843576|10067060
35843577|10069227
35843578|10069251
35843579|10069257
35843580|10069258
35843581|10069262
35843582|10069263
35843583|10069264
35843584|10048687
35843585|10069328
35843586|10064941
35843587|10016312
35843588|10042152
35843589|10043070
35843590|10052467
35843591|10054059
35843592|10054063
35843593|10054778
35843594|10054782
35843595|10069329
35843596|10063180
35843597|10069331
35843598|10069228
35843599|10069325
35843600|10069333
35843601|10069334
35843602|10069335
35843603|10069332
35843604|10051327
35843605|10069327
35843606|10069326
35843607|10069336
35843608|10069337
35843609|10069338
35843610|10069340
35843611|10027092
35843612|10043112
35843613|10069330
35843614|10001597
35843615|10013652
35843616|10022527
35843617|10012586
35843618|10049156
35843619|10055521
35843620|10053579
35843621|10013710
35843622|10013712
35843623|10022525
35843624|10022526
35843625|10048504
35843626|10065993
35843627|10065994
35843628|10067219
35843629|10067220
35843630|10053580
35843631|10053581
35843632|10013653
35843633|10016948
35843634|10013711
35843635|10068071
35843636|10013713
35843637|10068072
35843638|10067623
35843639|10067622
35843640|10067895
35843641|10052538
35843642|10061623
35843643|10067033
35843644|10008210
35843645|10023938
35843646|10032496
35843647|10032497
35843648|10049535
35843649|10060933
35843650|10067484
35843651|10059875
35843652|10013678
35843653|10013679
35843654|10013680
35843655|10013682
35843656|10063660
35843657|10068303
35843658|10013683
35843659|10014278
35843660|10021659
35843661|10021660
35843662|10013685
35843663|10036861
35843664|10013684
35843665|10013709
35843666|10014289
35843667|10014290
35843668|10014291
35843669|10023610
35843670|10029437
35843671|10048506
35843672|10051118
35843673|10048697
35843674|10061822
35843675|10059866
35843676|10018810
35843677|10043223
35843678|10043927
35843679|10043930
35843680|10052804
35843681|10011979
35843682|10022725
35843683|10022726
35843684|10043928
35843685|10043929
35843686|10052805
35843687|10043932
35843688|10052806
35843689|10048652
35843690|10048653
35843691|10068707
35843692|10049998
35843693|10067142
35843694|10021432
35843695|10021434
35843696|10048662
35843697|10048723
35843698|10052053
35843699|10063981
35843700|10051082
35843701|10063670
35843702|10048958
35843703|10065109
35843704|10049415
35843705|10063672
35843706|10066902
35843707|10048668
35843708|10062119
35843709|10043087
35843710|10060769
35843711|10063958
35843712|10060770
35843713|10037972
35843714|10050583
35843715|10061380
35843716|10029804
35843717|10043414
35843718|10061983
35843719|10053181
35843720|10043415
35843721|10043416
35843722|10004234
35843723|10013681
35843724|10018619
35843725|10021591
35843726|10043412
35843727|10043417
35843728|10045525
35843729|10045527
35843730|10052807
35843731|10063747
35843732|10063752
35843733|10051259
35843734|10052052
35843735|10066056
35843736|10051083
35843737|10066429
35843738|10066901
35843739|10066903
35843740|10065648
35843741|10048000
35843742|10058712
35843743|10061358
35843744|10069195
35843745|10001611
35843746|10001637
35843747|10053164
35843748|10001610
35843749|10012225
35843750|10013752
35843751|10048001
35843752|10048003
35843753|10048004
35843754|10048009
35843755|10013753
35843756|10019214
35843757|10048006
35843758|10013754
35843759|10030882
35843760|10065668
35843761|10013755
35843762|10013756
35843763|10048012
35843764|10066363
35843765|10066365
35843766|10038001
35843767|10065989
35843768|10059612
35843769|10005145
35843770|10010813
35843771|10019594
35843772|10047998
35843773|10047999
35843774|10055850
35843775|10020788
35843776|10038002
35843777|10048007
35843778|10042854
35843779|10048008
35843780|10048010
35843781|10016642
35843782|10016655
35843783|10065774
35843784|10065782
35843785|10016658
35843786|10034244
35843787|10018675
35843788|10031434
35843789|10063049
35843790|10063560
35843791|10012200
35843792|10018674
35843793|10019236
35843794|10019238
35843795|10019239
35843796|10021519
35843797|10048036
35843798|10048037
35843799|10011732
35843800|10011740
35843801|10060721
35843802|10066299
35843803|10051562
35843804|10061803
35843805|10068516
35843806|10059189
35843807|10059192
35843808|10008478
35843809|10026865
35843810|10042709
35843811|10049668
35843812|10049687
