drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02317	Alpha-D-Galactose-1-Phosphate	46508735	123912
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02316	1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid	46506154	11113761
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02315	Cyclic Guanosine Monophosphate	46508914	46936347
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02314	Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate	46505208	46936346
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07840	(E)-[4-(3,5-difluorophenyl)-3H-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol	99444311	11674979
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07841	GERANYLGERANYL DIPHOSPHATE	99444312	6420192
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07842	(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid	99444313	11149906
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07843	5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE	99444314	9549259
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07844	6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE	99444315	9549258
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07845	2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide	99444316	25113171
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07846	1S,3AS,8AS-TRIMETHYL-1-OXIDO-1,2,3,3A,8,8A-HEXAHYDROPYRROLO[2,3-B]INDOL-5-YL 2-ETHYLPHENYLCARBAMATE	99444317	46937098
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07847	6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE	99444318	6852168
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07848	5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-SULFONAMIDE	99444319	9549257
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07849	S-NONYL-CYSTEINE	99444320	46937099
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07516	(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	99443987	17749729
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02578	Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanyl-D-Alanine	46508348	17754142
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05338	atamestane-plus-toremifene
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05339	MN-305		198746
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05330	ALTU-135
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05331	doxorubicin TransDrug
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05332	Romiplostim
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05333	TC-5231
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05335	ketoprofen transdermal patch
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05336	ETI-204
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05337	SOT-107
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08860	Pitavastatin
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06689	Ethanolamine Oleate	99443246	5282489
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06130	FAV-201
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04009	Dimethyl Propionate Ester Heme	46505974	11963944
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01528	4-Methyl-2,5-dimethoxyamphetamine	46504804	85875
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01039	Fenofibrate	46507371	3339
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01038	Carphenazine
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04001	6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid	46507416	444763
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04000	Bromo-Willardiine	46506954	167842
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04003	(4-{2-Acetylamino-2-[1-(3-Carbamoyl-4-Cyclohexylmethoxy-Phenyl)-Ethylcarbamoyl}-Ethyl}-2-Phosphono-Phenoxy)-Acetic Acid	46509016	46936859
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04002	4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide	46505100	1759
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04005	Uridine 5'-Triphosphate	46507277	5746425
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04004	2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One	46507652	448017
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01527	Clortermine	46505926	25223
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01526	4-Androstenediol	46507648	136297
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04096	5-Amino-5-Deoxy-Cellobiono-1,5-Lactam	46508417	46936886
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07396	1-{2-[3-(2-Chloro-4,5-difluoro-benzoyl)-ureido]-4-fluoro-phenyl}-piperidine-4-carboxylic acid	99443867	12148754
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04725	Licofelone	10243273	133021
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04094	4-Hydroxy-2-Butanone	46508666	111509
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04727	N-(4-{4-AMINO-6-[4-(METHYLOXY)PHENYL]FURO[2,3-D]PYRIMIDIN-5-YL}PHENYL)-N'-[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]UREA
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04092	Apstatin	46504972	447280
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04093	Undecanal	46505996	8186
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04722	2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE	46507669	4369429
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04091	Alpha-L-1-Methyl-Fucose	46508674	46936603
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00926	Etretinate	46504486	5282375
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00927	Famotidine	46507397	5702160
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00924	Cyclobenzaprine	46508313	2895
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00925	Phenoxybenzamine	46507191	4768
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00922	Levosimendan	46507149	3033825
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00923	Ceforanide	46504532	43507
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00920	Ketotifen	46508921	3827
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00921	Buprenorphine	46505782	40400
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08226	Myxopyronin B	99444697	11292977
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00928	Azacitidine	46509032	9444
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00929	Misoprostol	46505041	5282381
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03963	S-(Dimethylarsenic)Cysteine	46508261	46936846
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03962	Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate	46506551	46936845
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03961	2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate	46507462	46936844
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03960	Cp-Coeleneterazine	46506383	46936843
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03967	Dodecyl Sulfate	46507629	8778
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03966	Clorobiocin	46505267	46936849
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03964	4-Hydroxy-Aconitate Ion	46504769	46936847
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03969	3-Acetyl Pyridine Adenine Dinucleotide	46506439	46936850
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03968	1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine	46507689	444570
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00975	Dipyridamole	46506292	3108
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07062	N-{3-[4-hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	99443533	46937047
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02322	Heparin Disaccharide I-S	46507297	46936350
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07060	3-(INDOL-3-YL) LACTATE	99443531	676157
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07061	1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL	99443532	961704
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07066	2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	99443537	15991547
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07067	(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE	99443538	23645698
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07064	(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE	99443535	6857690
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02323	EM-1745	46508185	46936352
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07068	(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID	99443539	6914660
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07069	3-Hydroxyhippuric acid	99443540	450268
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02320	1-N-Acetyl-Beta-D-Glucosamine	46504986	10376202
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08926	Acediasulfone
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02321	5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol	46506348	46936349
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08927	Amperozide
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02326	1-Hydroxyamine-2-Isobutylmalonic Acid	46505892	6323374
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08924	Amfecloral
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02327	2-[2-(2-Hydroxy-Ethoxy)-Ethoxy]-Ethanol	46508642	8172
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08925	Adrafinil
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02324	5-Iodo-2'-Deoxyuridine-5'-Monophosphate	46504741	46936353
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08923	Epoetin Zeta
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08920	Zuclopenthixol decanoate
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06836	N-(5-(4-CHLORO-3-(2-HYDROXY-ETHYLSULFAMOYL)- PHENYLTHIAZOLE-2-YL)-ACETAMIDE	99443307	6852167
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06837	(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide	99443308	11143173
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07604	(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE	99444075	65261
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06834	N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide	99443305	9968957
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06835	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	99443306	23653507
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08387	2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	99444858	11581936
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06832	2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	99443303	5388909
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06833	1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	99443304	16122612
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08207	2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE	99444678	23722944
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08206	4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL	99444677	23722943
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08205	4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL	99444676	20284644
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08204	3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE	99444675	448781
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08203	7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE	99444674	447099
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06830	(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	99443301	5276520
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08201	(1S)-MENTHYL HEXYL PHOSPHONATE GROUP	99444672	446981
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08200	(1R)-MENTHYL HEXYL PHOSPHONATE GROUP	99444671	446980
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06831	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	99443302	6852165
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08209	2-(4-DIMETHYLAMINOPHENYL)DIAZENYLBENZOIC ACID	99444680	10303
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08208	2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE	99444679	10150081
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08809	Dichloroacetic Acid
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05528	Mipomersen
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05839	BG-777
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05838	OPC-51803		3038506
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05837	OSI-7836		3037115
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05836	AG-702
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05835	NS-3728
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05834	OC-1012
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05521	Telaprevir		3010818
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05832	PPI-1019
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05831	ING-1
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05830	7a-methyl-19-nortestosterone		19582
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB06335	Saxagliptin	99443245	11243969
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03789	2,3-Dimethylimidazolium Ion	46508725	444800
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03788	GC-24	46504743	448011
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03787	L-Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate	46504796	445005
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00889	Granisetron	46505137	3510
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03785	(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic Acid	46506686	64727
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03784	Elaidoylamide	46508720	5353370
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03783	Phenacetin	46507394	4754
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03782	N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea	46507016	4286
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03781	2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	46509141	448978
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB03780	2-Aminoquinazolin-4(3h)-One	46507248	242831
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00885	Pemirolast	46509034	57697
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00668	Epinephrine	46509097	5816
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07367	(3Z,5S,6R,7S,8S,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol	99443838	46937066
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05789	MX6
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05788	LYM-2
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07366	2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER	99443837	444238
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05781	AC-1202
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05780	ATX-101
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05785	LGD-1550
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05787	LM-609
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB05786	MGI-114		148189
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07363	THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)	99443834	444607
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07362	1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea	99443833	15602701
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02784	N-[4-(2-{2-[3-(2-Bromo-Acetylamino)-Propionylamino]-3-Hydroxy-Propionylamino}-Ethyl)-Phenyl]-Oxalamic Acid	46507801	17753978
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02785	N-[2(S)-Cyclopentyl-1(R)-Hydroxy-3(R)Methyl]-5-[(2(S)-Tertiary-Butylamino-Carbonyl)-4-(N1-(2)-(N-Methylpiperazinyl)-3-Chloro-Pyrazinyl-5-Carbonyl)-Piperazino]-4(S)-Hydroxy-2(R)-Phenylmethyl-Pentanamide	46508413	46936487
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02786	2-Anhydro-3-Fluoro-Quinic Acid	46507708	46936488
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02787	N-Acetylmannosaminitol	46507932	46936489
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02780	Beta-3-Cysteine	46507485	46936486
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02781	4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02783	4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate	46507288	447742
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02788	S,3-Hydroxybutan-2-One	46504833	447765
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02789	Pregnenolone	46506718	8955
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02438	3-O-Methylfructose in Linear Form	46507817	46936383
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02436	2-{4-[(2s)-2-[({[(1s)-1-Carboxy-2-Phenylethyl]Amino}Carbonyl)Amino]-3-Oxo-3-(Pentylamino)Propyl]Phenoxy}Malonic Acid	46506177	46936382
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02437	(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid	46504643	17754062
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02434	4-(2-Thienyl)Butyric Acid	46508503	78386
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02435	Aminomethylcyclohexane	46504677	448748
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02432	RU90395	46506689	46936380
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02433	{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid	46508017	46936381
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02430	Trehalose-6-Phosphate	46506650	46936379
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB02431	Cytidine-5'-Triphosphate	46507556	6602106
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08388	5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE	99444859	657061
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB08389	6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	99444860	15991588
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01200	Bromocriptine	46505504	31101
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01201	Rifapentine	46507322	6323497
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01202	Levetiracetam	46508406	441341
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01203	Nadolol	46505509	39147
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01204	Mitoxantrone	46504608	4212
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01205	Flumazenil	46507438	3373
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01206	Lomustine	46506562	3950
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01207	Ridogrel	46506774	5362391
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01208	Sparfloxacin	46506453	60464
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB01209	Dezocine
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04492	2-(Acetylamino)-2-Deoxy-4-O-Sulfo-Alpha-D-Galactopyranose	46509148	440173
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB04493	Fructose-6-Phosphate	46507447	15648788
drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
